StudentID,Grade,Course,Period,Teacher,Mark1,Mark2,Mark3,FinalMark,Term,Year
205969975,11,MRS21,3,Chen,65,65,65,66,1,2018
205969975,11,PPS85,4,Joyce,93,93,93,93,1,2018
205969975,11,RQS41T,3,ANTONELLI,96,84,85,85,1,2018
205969975,11,SCS21,8,Garcia,65,60,65,65,1,2018
206341604,10,AUS21,5,Barratt,91,94,90,90,1,2018
206341604,10,EES85,3,Edmonds,92,93,91,91,1,2018
206341604,10,HGS41,1,Ferrari,89,89,91,91,1,2018
206341604,10,HGS42,1,Ferrari,89,89,91,91,1,2018
206341604,10,MGS21,8,Huerta,87,94,92,92,1,2018
206341604,10,PPS83,6,Petrocelli,100,100,93,95,1,2018
206341604,10,RVS21T,3,Miller,100,100,100,100,1,2018
206341604,10,SES21,6,DiGiovanna,97,95,92,92,1,2018
206547598,10,AUS21,5,Barratt,68,68,68,68,1,2018
206547598,10,EES85,3,Edmonds,69,67,66,66,1,2018
206547598,10,HGS41,1,Ferrari,65,55,65,65,1,2018
206547598,10,HGS42,1,Ferrari,65,55,65,65,1,2018
206547598,10,MGS21,8,Huerta,65,68,67,67,1,2018
206547598,10,PPS83,5,Petrocelli,76,93,86,88,1,2018
206547598,10,RVS21T,3,Miller,65,60,76,76,1,2018
206547598,10,SWS21QC,6,Garcia,78,78,80,80,1,2018
206548968,10,AUS21,1,Barratt,76,85,85,85,1,2018
206548968,10,EES85,8,Edmonds,80,70,72,72,1,2018
206548968,10,HGS41,6,Landi,79,78,80,80,1,2018
206548968,10,HGS42,6,Landi,79,78,80,80,1,2018
206548968,10,MGS21,1,Huerta,71,74,70,70,1,2018
206548968,10,PPS83,2,Petrocelli,86,98,91,93,1,2018
206548968,10,RVS21T,3,Miller,78,77,82,82,1,2018
206548968,10,SCS21,3,Garcia,78,80,83,83,1,2018
206589954,11,EES87X,1,Radcliffe,78,74,88,88,1,2018
206589954,11,FSS61QA,5,Quintanilla,92,90,87,87,1,2018
206589954,11,HUS21,6,Villa,83,86,87,87,1,2018
206589954,11,PHS11,3,Owens-Edington,98,95,81,81,1,2018
206589954,11,PPS85,9,Joyce,98,90,85,90,1,2018
206589954,11,RQS41T,8,ANTONELLI,91,86,82,82,1,2018
206589954,11,SPS21,3,MOSTE,71,78,81,81,1,2018
206589962,11,EES87X,3,Radcliffe,75,75,86,87,1,2018
206589962,11,FSS61QA,5,Quintanilla,93,93,90,90,1,2018
206589962,11,HUS21,6,Villa,83,82,86,86,1,2018
206589962,11,PHS11,1,Owens-Edington,99,94,84,84,1,2018
206589962,11,PPS85,9,Joyce,97,90,85,90,1,2018
206589962,11,RQS41T,8,ANTONELLI,88,84,84,84,1,2018
206589962,11,SPS21,3,MOSTE,87,90,91,91,1,2018
206873036,12,ALS11,6,Anastas,55,60,55,55,1,2018
206873036,12,EES85,8,Edmonds,55,55,55,55,1,2018
206873036,12,HUS21,1,Villa,55,60,55,55,1,2018
206873036,12,MGS21,6,Huerta,55,55,55,55,1,2018
206873036,12,MRS21,3,Chen,55,55,55,55,1,2018
206873036,12,PPS85,1,Joyce,55,55,55,55,1,2018
206873036,12,RQS41T,1,ANTONELLI,65,55,65,65,1,2018
207090457,11,EES87X,5,Radcliffe,88,69,76,76,1,2018
207090457,11,FSS61,5,Quintanilla,94,92,89,89,1,2018
207090457,11,HUS21,1,Villa,77,76,76,76,1,2018
207090457,11,MRS21,3,Chen,90,84,80,81,1,2018
207090457,11,PPS85,4,Joyce,92,93,92,92,1,2018
207090457,11,RQS41T,3,ANTONELLI,94,90,90,90,1,2018
207090457,11,SCS21,8,Garcia,92,90,91,91,1,2018
207136888,12,ALS11,1,Anastas,55,55,55,55,1,2018
207136888,12,EES85,5,Edmonds,55,55,55,55,1,2018
207136888,12,FSS63,5,HOWELL,60,60,65,65,1,2018
207136888,12,HGS41,3,Ferrari,55,55,55,55,1,2018
207136888,12,HGS42,3,Ferrari,55,55,55,55,1,2018
207149691,12,HGS41,3,Landi,81,80,76,76,1,2018
207149691,12,HGS42,3,Landi,81,80,76,76,1,2018
207149691,12,MGS21,6,Huerta,65,70,71,71,1,2018
207149691,12,MRS21,1,Chen,61,70,68,68,1,2018
207149691,12,PPS87,8,Joyce,82,77,70,70,1,2018
207149691,12,RQS21,5,ANTONELLI,P,P,P,P,1,2018
207149691,12,RQS43T,9,ANTONELLI,80,95,88,88,1,2018
207191099,12,HES11,8,Abalyan,72,77,77,77,1,2018
207191099,12,MPS21,6,KARAVITIS,70,71,67,67,1,2018
207191099,12,PPS87,3,Joyce,81,85,84,88,1,2018
207191099,12,RQS43T,3,ANTONELLI,86,87,81,81,1,2018
207191099,12,SDS21,5,SOARES,65,60,65,65,1,2018
207217159,12,HES11,1,Abalyan,73,69,67,67,1,2018
207217159,12,MPS21,3,KARAVITIS,55,55,55,55,1,2018
207217159,12,PPS87,8,Joyce,86,73,68,80,1,2018
207217159,12,RQS21,5,ANTONELLI,P,P,P,P,1,2018
207217159,12,RQS43T,9,ANTONELLI,80,65,75,75,1,2018
207217159,12,SDS21,5,SOARES,65,60,55,55,1,2018
207243940,10,AUS21,8,Barratt,85,86,84,84,1,2018
207243940,10,EES85,1,Edmonds,78,78,72,72,1,2018
207243940,10,HGS41,3,Ferrari,83,82,84,85,1,2018
207243940,10,HGS42,3,Ferrari,83,82,84,85,1,2018
207243940,10,MGS21,6,Huerta,89,86,91,91,1,2018
207243940,10,PPS83,9,Petrocelli,86,93,94,97,1,2018
207243940,10,RVS21T,1,Miller,92,89,88,88,1,2018
207243940,10,SES21,6,DiGiovanna,92,88,85,85,1,2018
207293945,10,AUS21,1,Barratt,77,78,82,82,1,2018
207293945,10,EES85,1,Edmonds,80,83,82,82,1,2018
207293945,10,HGS41,6,Landi,88,81,83,83,1,2018
207293945,10,HGS42,6,Landi,88,81,83,83,1,2018
207293945,10,MGS21,3,Huerta,76,77,70,70,1,2018
207293945,10,PPS83,2,Petrocelli,86,89,93,95,1,2018
207293945,10,RVS21T,3,Miller,86,84,94,94,1,2018
207293945,10,SCS21,8,Garcia,76,79,80,80,1,2018
207350869,11,EES87X,1,Radcliffe,78,72,75,73,1,2018
207350869,11,FSS61,5,HOWELL,84,85,81,81,1,2018
207350869,11,HUS21,6,Villa,80,86,86,86,1,2018
207350869,11,MRS21,8,Chen,79,80,75,75,1,2018
207350869,11,PHS11,1,Owens-Edington,72,81,72,72,1,2018
207350869,11,PPS85,4,Joyce,97,97,97,97,1,2018
207350869,11,RQS41T,3,ANTONELLI,96,86,90,90,1,2018
207350869,11,SPS21,3,MOSTE,79,81,83,83,1,2018
207420571,12,HES11,1,Abalyan,84,82,80,80,1,2018
207420571,12,MPS21,6,KARAVITIS,85,83,83,83,1,2018
207420571,12,PPS87,3,Joyce,94,95,95,95,1,2018
207420571,12,RQS43T,3,ANTONELLI,86,74,83,83,1,2018
207420571,12,SDS21,5,SOARES,82,85,89,89,1,2018
207420571,12,SKS21X,3,MOSTE,77,83,88,88,1,2018
207467879,11,EES87X,3,Radcliffe,96,88,83,85,1,2018
207467879,11,FSS61,1,HOWELL,90,77,80,80,1,2018
207467879,11,HUS21,3,Villa,78,80,80,80,1,2018
207467879,11,MRS21,8,Chen,65,74,75,75,1,2018
207467879,11,PPS85,1,Joyce,91,93,72,72,1,2018
207467879,11,RQS41T,1,ANTONELLI,96,77,82,82,1,2018
207467879,11,SPS21,6,MOSTE,80,86,86,86,1,2018
207532482,12,HES11,8,Abalyan,60,70,69,69,1,2018
207532482,12,PPS87,3,Joyce,93,87,87,87,1,2018
207532482,12,RQS43T,4,ANTONELLI,100,87,81,81,1,2018
207532482,12,SPS21,6,MOSTE,55,65,65,65,1,2018
207544065,12,EES87X,5,Radcliffe,67,55,70,70,1,2018
207544065,12,HES11,1,Abalyan,55,55,55,55,1,2018
207544065,12,MPS21,3,KARAVITIS,55,55,55,55,1,2018
207544065,12,PPS87,8,Joyce,93,92,85,85,1,2018
207544065,12,RQS43T,9,ANTONELLI,80,67,77,77,1,2018
207544065,12,SDS21,5,SOARES,79,65,65,65,1,2018
207544065,12,SES21,1,DiGiovanna,55,55,45,45,1,2018
207564774,12,ALS11,6,Anastas,90,93,89,89,1,2018
207564774,12,HES11,8,Abalyan,84,86,85,86,1,2018
207564774,12,PPS87,3,Joyce,89,90,80,85,1,2018
207564774,12,RQS43T,3,ANTONELLI,100,78,90,90,1,2018
207580895,11,EES87X,5,Radcliffe,67,65,71,71,1,2018
207580895,11,FSS61,5,Quintanilla,88,78,79,79,1,2018
207580895,11,HGS41,3,Ferrari,85,77,76,76,1,2018
207580895,11,HGS42,3,Ferrari,85,77,76,76,1,2018
207580895,11,MRS21,1,Chen,55,65,69,69,1,2018
207580895,11,PPS85,1,Joyce,96,95,87,90,1,2018
207580895,11,RQS41T,1,ANTONELLI,96,82,74,74,1,2018
207580895,11,SCS21,8,Garcia,88,85,81,81,1,2018
207582966,11,EES81,3,AHN-PARK,,,NS,NS,1,2018
207582966,11,EES82,3,AHN-PARK,,,NS,NS,1,2018
207582966,11,FSS61,5,HOWELL,NS,NS,45,45,1,2018
207582966,11,HUS21,6,Villa,NS,NS,NS,NS,1,2018
207582966,11,MRS21,1,Chen,NS,NS,NS,NS,1,2018
207582966,11,PPS85,1,Joyce,NS,55,NS,NS,1,2018
207582966,11,RQS41T,1,ANTONELLI,NS,NS,NS,NS,1,2018
207582966,11,SCS21,8,Garcia,NS,NS,NS,NS,1,2018
207593674,11,EES87X,5,Radcliffe,74,68,65,65,1,2018
207593674,11,FSS61,5,Quintanilla,83,82,77,77,1,2018
207593674,11,HUS21,1,Villa,79,76,80,80,1,2018
207593674,11,MRS21,3,Chen,65,66,65,65,1,2018
207593674,11,PHS11,3,Owens-Edington,55,77,70,70,1,2018
207593674,11,PPS85,1,Joyce,85,84,85,85,1,2018
207593674,11,RQS41T,1,ANTONELLI,98,86,80,80,1,2018
207593674,11,SCS21,8,Garcia,86,90,88,88,1,2018
207595174,11,ANS21,3,Anastas,67,77,66,66,1,2018
207595174,11,EES87X,5,Radcliffe,80,77,81,81,1,2018
207595174,11,FSS61,5,Quintanilla,91,88,89,89,1,2018
207595174,11,HUS21,1,Villa,74,77,73,73,1,2018
207595174,11,MRS21,3,Chen,65,72,68,68,1,2018
207595174,11,PPS85,9,Joyce,94,91,79,85,1,2018
207595174,11,RQS41T,8,ANTONELLI,96,94,87,87,1,2018
207595174,11,SES21,1,DiGiovanna,89,82,78,78,1,2018
207600156,12,HES11,8,Abalyan,88,88,86,86,1,2018
207600156,12,PPS87,3,Joyce,90,85,84,88,1,2018
207600156,12,RQS43T,4,ANTONELLI,100,76,84,84,1,2018
207600156,12,SDS21,6,SOARES,99,100,96,96,1,2018
207603051,10,AUS21,8,Barratt,68,81,83,83,1,2018
207603051,10,EES85,1,Edmonds,83,83,83,83,1,2018
207603051,10,HGS41,3,Landi,77,70,76,76,1,2018
207603051,10,HGS42,3,Landi,77,70,76,76,1,2018
207603051,10,MRS21,5,Chen,85,86,82,82,1,2018
207603051,10,PPS83,9,Petrocelli,96,86,100,100,1,2018
207603051,10,RVS21T,1,Miller,84,82,90,90,1,2018
207603051,10,SCS21,5,Garcia,88,84,84,84,1,2018
207700519,12,FSS63,5,HOWELL,81,81,80,80,1,2018
207700519,12,FSS64,8,HOWELL,81,81,80,80,1,2018
207700519,12,HES11,1,Abalyan,88,89,88,87,1,2018
207700519,12,PPS87,3,Joyce,96,95,96,96,1,2018
207700519,12,RQS43T,3,ANTONELLI,100,95,94,94,1,2018
207700519,12,SPS21,6,MOSTE,76,83,85,85,1,2018
207703166,12,HES11,5,Abalyan,83,81,78,78,1,2018
207703166,12,PPS87,1,Joyce,84,82,80,80,1,2018
207703166,12,RQS43T,1,ANTONELLI,100,94,82,82,1,2018
207703166,12,SDS21,5,SOARES,78,82,77,77,1,2018
207703166,12,SPS21,3,MOSTE,78,79,81,81,1,2018
207743840,12,ALS11,6,Anastas,86,84,84,84,1,2018
207743840,12,FSS63X,1,Quintanilla,81,82,74,74,1,2018
207743840,12,FSS64X,3,Quintanilla,81,82,74,74,1,2018
207743840,12,HES11,1,Abalyan,85,86,76,76,1,2018
207743840,12,PPS87,8,Joyce,91,90,83,90,1,2018
207743840,12,RQS43T,9,ANTONELLI,86,69,80,80,1,2018
207743840,12,SKS21X,3,MOSTE,96,78,93,93,1,2018
207786831,12,HES11,1,Abalyan,,,,,1,2018
207786831,12,HGS41,3,Ferrari,,,,,1,2018
207786831,12,HGS42,3,Ferrari,,,,,1,2018
207786831,12,HUS21,6,Villa,,,,,1,2018
207786831,12,MPS21,6,KARAVITIS,,,,,1,2018
207786831,12,PPS87,1,Joyce,,,,,1,2018
207786831,12,RQS43T,1,ANTONELLI,,,,,1,2018
207787045,12,HES11,8,Abalyan,95,95,91,91,1,2018
207787045,12,MPS21,6,KARAVITIS,89,92,94,94,1,2018
207787045,12,PPS87,3,Joyce,96,95,95,95,1,2018
207787045,12,RQS43T,3,ANTONELLI,100,95,97,97,1,2018
208101345,12,FSS63,5,HOWELL,80,65,80,80,1,2018
208101345,12,FSS64,8,HOWELL,80,65,80,80,1,2018
208101345,12,HES11,5,Abalyan,86,92,91,91,1,2018
208101345,12,PPS87,3,Joyce,87,92,92,95,1,2018
208101345,12,RQS43T,3,ANTONELLI,100,96,94,94,1,2018
208101345,12,SKS21X,3,MOSTE,93,96,98,98,1,2018
208164368,12,ALS11,1,Anastas,65,72,66,67,1,2018
208164368,12,HES11,8,Abalyan,70,73,72,72,1,2018
208164368,12,MPS21,6,KARAVITIS,55,65,68,68,1,2018
208164368,12,PPS87,3,Joyce,82,88,87,87,1,2018
208164368,12,RQS43T,3,ANTONELLI,80,80,77,77,1,2018
208517334,11,EES87X,3,Radcliffe,83,76,81,80,1,2018
208517334,11,FSS61QA,5,Quintanilla,86,83,78,78,1,2018
208517334,11,HUS21,3,Villa,82,80,77,77,1,2018
208517334,11,MRS21,1,Chen,68,74,70,71,1,2018
208517334,11,PPS85,1,Joyce,86,90,85,85,1,2018
208517334,11,RQS41T,1,ANTONELLI,81,80,78,78,1,2018
208517334,11,SCS21,8,Garcia,87,85,84,84,1,2018
208517334,11,SDS21,5,SOARES,100,91,85,85,1,2018
208519348,12,HES11,5,Abalyan,85,86,82,82,1,2018
208519348,12,PPS87,8,Joyce,96,95,90,90,1,2018
208519348,12,RQS21,3,ANTONELLI,P,P,P,P,1,2018
208519348,12,RQS43T,9,ANTONELLI,100,100,95,95,1,2018
208519348,12,SDS21,5,SOARES,84,93,95,95,1,2018
208536409,10,AUS21,1,Barratt,45,55,55,55,1,2018
208536409,10,EES87X,1,Radcliffe,65,55,69,68,1,2018
208536409,10,HUS21,6,Villa,55,55,55,55,1,2018
208536409,10,MES41,3,Amarante,60,55,55,55,1,2018
208536409,10,MES42,3,Amarante,60,55,55,55,1,2018
208536409,10,PHS21,9,Owens-Edington,65,55,55,55,1,2018
208536409,10,PPS81,8,Petrocelli,75,71,66,67,1,2018
208536409,10,PPS83,2,Petrocelli,75,71,70,69,1,2018
208536409,10,SLS21,5,Kebalo,65,60,65,65,1,2018
208587808,11,EES87X,1,Radcliffe,97,93,99,99,1,2018
208587808,11,FSS61,5,Quintanilla,96,97,96,96,1,2018
208587808,11,HUS21,3,Villa,93,96,94,94,1,2018
208587808,11,MPS21,3,KARAVITIS,93,95,96,96,1,2018
208587808,11,PHS11,1,Owens-Edington,97,97,97,97,1,2018
208587808,11,PPS85,9,Joyce,98,98,97,97,1,2018
208587808,11,RQS41T,8,ANTONELLI,99,99,100,100,1,2018
208587808,11,SPS21,6,MOSTE,94,94,95,95,1,2018
208593269,12,FSS63X,1,Quintanilla,78,81,81,81,1,2018
208593269,12,FSS64X,3,Quintanilla,78,81,81,81,1,2018
208593269,12,HES11,5,Abalyan,89,87,83,83,1,2018
208593269,12,PPS87,3,Joyce,93,92,92,92,1,2018
208593269,12,RQS21,5,ANTONELLI,P,P,P,P,1,2018
208593269,12,RQS43T,4,ANTONELLI,100,93,93,93,1,2018
208596940,12,FSS63X,1,Quintanilla,87,86,84,84,1,2018
208596940,12,FSS64X,3,Quintanilla,87,86,84,84,1,2018
208596940,12,HES11,1,Abalyan,76,73,72,72,1,2018
208596940,12,MPS21,3,KARAVITIS,67,71,71,71,1,2018
208596940,12,PPS87,8,Joyce,96,97,97,97,1,2018
208596940,12,RQS43T,9,ANTONELLI,100,93,90,90,1,2018
208596940,12,SCS21,5,Garcia,70,79,78,78,1,2018
208605832,12,ALS11,6,Anastas,77,78,80,80,1,2018
208605832,12,HES11,1,Abalyan,71,65,67,67,1,2018
208605832,12,PPS87,3,Joyce,55,60,65,65,1,2018
208605832,12,RQS43T,3,ANTONELLI,80,69,76,76,1,2018
208619569,10,AUS21,8,Barratt,55,71,70,70,1,2018
208619569,10,EES85,1,Edmonds,75,77,75,75,1,2018
208619569,10,HGS41,6,Landi,77,78,77,77,1,2018
208619569,10,HGS42,6,Landi,77,78,77,77,1,2018
208619569,10,MGS21,3,Huerta,70,77,74,74,1,2018
208619569,10,PPS83,9,Petrocelli,66,75,55,65,1,2018
208619569,10,RVS21T,3,Miller,75,79,87,87,1,2018
208619569,10,SES21,1,DiGiovanna,91,88,88,88,1,2018
208644047,11,ANS21,1,Anastas,65,65,55,55,1,2018
208644047,11,EES87X,3,Radcliffe,65,55,55,55,1,2018
208644047,11,FSS61,5,HOWELL,76,79,65,65,1,2018
208644047,11,HUS21,1,Villa,65,60,55,55,1,2018
208644047,11,MRS21,3,Chen,45,55,55,55,1,2018
208644047,11,PPS85,9,Joyce,78,77,65,65,1,2018
208644047,11,RQS41T,8,ANTONELLI,77,65,71,71,1,2018
208644047,11,SWS21QC,6,Garcia,87,71,76,76,1,2018
208644120,11,EES87X,1,Radcliffe,70,60,55,55,1,2018
208644120,11,FSS61,5,HOWELL,65,65,65,65,1,2018
208644120,11,HES11,8,Abalyan,80,79,78,78,1,2018
208644120,11,HUS21,6,Villa,66,60,65,65,1,2018
208644120,11,MRS21,1,Chen,45,55,55,65,1,2018
208644120,11,PPS85,4,Joyce,90,85,89,90,1,2018
208644120,11,RQS41T,3,ANTONELLI,94,90,82,82,1,2018
208652768,11,EES87X,1,Radcliffe,95,92,95,94,1,2018
208652768,11,FSS61,5,HOWELL,80,87,86,86,1,2018
208652768,11,HUS21,6,Villa,81,85,90,90,1,2018
208652768,11,MRS21,8,Chen,92,92,89,89,1,2018
208652768,11,PPS85,4,Joyce,96,96,96,96,1,2018
208652768,11,RQS41T,3,ANTONELLI,100,90,91,91,1,2018
208652768,11,SCS21,3,Garcia,89,91,90,90,1,2018
208680835,10,AUS21,5,Barratt,93,96,97,97,1,2018
208680835,10,EES85,1,Edmonds,87,89,90,90,1,2018
208680835,10,HGS41,3,Ferrari,90,90,91,91,1,2018
208680835,10,HGS42,3,Ferrari,90,90,91,91,1,2018
208680835,10,MRS21,1,Chen,98,92,94,94,1,2018
208680835,10,PPS83,5,Petrocelli,93,100,100,100,1,2018
208680835,10,SCS21,8,Garcia,95,97,97,97,1,2018
208687673,12,FSS63,5,HOWELL,60,60,65,65,1,2018
208687673,12,FSS64,8,HOWELL,60,60,65,65,1,2018
208687673,12,HES11,1,Abalyan,79,71,68,68,1,2018
208687673,12,MPS21,6,KARAVITIS,80,84,78,78,1,2018
208687673,12,PPS87,3,Joyce,84,75,78,80,1,2018
208687673,12,RQS43T,3,ANTONELLI,90,70,71,71,1,2018
208691774,11,EES87X,5,Radcliffe,73,65,82,82,1,2018
208691774,11,FSS61,5,Quintanilla,80,77,75,75,1,2018
208691774,11,HUS21,8,Villa,78,66,65,65,1,2018
208691774,11,MRS21,1,Chen,65,65,65,65,1,2018
208691774,11,PHS11,1,Owens-Edington,89,91,75,75,1,2018
208691774,11,PPS85,4,Joyce,92,92,92,92,1,2018
208691774,11,RQS41T,3,ANTONELLI,89,72,78,78,1,2018
208691774,11,SCS21,3,Garcia,68,71,70,70,1,2018
208699256,11,EES87X,3,Radcliffe,94,91,88,87,1,2018
208699256,11,FSS61,1,HOWELL,70,76,78,80,1,2018
208699256,11,HUS21,3,Villa,78,82,83,83,1,2018
208699256,11,MPS21,6,KARAVITIS,55,66,71,71,1,2018
208699256,11,PPS85,9,Joyce,93,91,91,91,1,2018
208699256,11,RQS41T,8,ANTONELLI,75,88,91,91,1,2018
208764845,11,EES87X,1,Radcliffe,82,78,85,85,1,2018
208764845,11,FSS61,5,HOWELL,78,75,75,75,1,2018
208764845,11,HUS21,6,Villa,74,75,76,76,1,2018
208764845,11,MRS21,1,Chen,93,90,84,84,1,2018
208764845,11,PHS11,3,Owens-Edington,55,65,73,73,1,2018
208764845,11,PPS85,3,Joyce,95,93,94,94,1,2018
208764845,11,RQS41T,3,ANTONELLI,80,74,65,65,1,2018
208764845,11,SCS21,8,Garcia,88,88,87,87,1,2018
208771592,12,HES11,8,Abalyan,62,75,76,76,1,2018
208771592,12,MPS21,3,KARAVITIS,55,65,69,69,1,2018
208771592,12,PPS87,1,Joyce,70,60,65,65,1,2018
208771592,12,RQS43T,1,ANTONELLI,65,66,70,70,1,2018
208771592,12,SDS21,5,SOARES,55,55,55,55,1,2018
208771592,12,SPS21,6,MOSTE,55,66,70,70,1,2018
208799304,12,HES11,8,Abalyan,86,91,85,85,1,2018
208799304,12,PPS87,3,Joyce,93,94,95,95,1,2018
208799304,12,RQS43T,3,ANTONELLI,100,73,83,83,1,2018
208799304,12,SPS21,6,MOSTE,81,76,77,77,1,2018
208813469,11,EES87X,1,Radcliffe,85,83,82,81,1,2018
208813469,11,FSS61,5,Quintanilla,95,88,88,88,1,2018
208813469,11,HES11,8,Abalyan,83,83,80,80,1,2018
208813469,11,MPS21,6,KARAVITIS,93,90,86,86,1,2018
208813469,11,PHS11,3,Owens-Edington,93,93,81,81,1,2018
208813469,11,PPS85,1,Joyce,95,95,91,95,1,2018
208813469,11,RQS41T,1,ANTONELLI,95,97,90,90,1,2018
208813469,11,SPS21,3,MOSTE,80,87,82,82,1,2018
208817098,11,EES87X,1,Radcliffe,85,85,80,80,1,2018
208817098,11,FSS61,5,HOWELL,82,80,75,75,1,2018
208817098,11,HUS21,8,Villa,68,76,76,76,1,2018
208817098,11,MRS21,3,Chen,68,69,72,72,1,2018
208817098,11,PHS11,3,Owens-Edington,95,86,90,90,1,2018
208817098,11,PPS85,1,Joyce,85,86,82,85,1,2018
208817098,11,RQS41T,1,ANTONELLI,81,86,86,86,1,2018
208817098,11,SDS21,5,SOARES,94,85,82,82,1,2018
208873737,12,ALS11,1,Anastas,55,NS,NS,NS,1,2018
208873737,12,FSS63,5,HOWELL,60,60,45,55,1,2018
208873737,12,MPS21,6,KARAVITIS,45,55,NS,NS,1,2018
208873737,12,PPS85,3,Joyce,55,55,45,45,1,2018
208873737,12,PPS87,1,Joyce,55,55,45,45,1,2018
208873737,12,RQS41T,3,ANTONELLI,NS,65,NS,NS,1,2018
208873737,12,RQS43T,1,ANTONELLI,NS,NS,NS,NS,1,2018
208873737,12,SES21,8,DiGiovanna,55,55,45,45,1,2018
208879874,12,FSS63,5,HOWELL,74,65,72,72,1,2018
208879874,12,FSS64,8,HOWELL,74,65,72,72,1,2018
208879874,12,HES11,5,Abalyan,83,86,85,85,1,2018
208879874,12,PPS87,3,Joyce,85,90,91,91,1,2018
208879874,12,RQS43T,3,ANTONELLI,100,95,90,90,1,2018
208879874,12,SKS21X,3,MOSTE,93,93,95,95,1,2018
208886945,11,EES87X,5,Radcliffe,65,65,77,77,1,2018
208886945,11,FSS61,1,HOWELL,67,60,65,55,1,2018
208886945,11,HUS21,6,Villa,55,70,75,75,1,2018
208886945,11,MRS21,3,Chen,69,75,81,82,1,2018
208886945,11,PHS11,3,Owens-Edington,55,55,68,68,1,2018
208886945,11,PPS85,9,Joyce,98,83,88,88,1,2018
208886945,11,RQS41T,8,ANTONELLI,73,65,78,78,1,2018
208886945,11,SES21,1,DiGiovanna,65,65,72,72,1,2018
208900100,12,HUS21,3,Villa,65,60,55,55,1,2018
208900100,12,MES41,1,Amarante,85,86,70,70,1,2018
208900100,12,MES42,1,Amarante,85,86,70,70,1,2018
208900100,12,MGS21,6,Huerta,55,NS,55,55,1,2018
208900100,12,PPS87,3,Joyce,80,82,81,81,1,2018
208900100,12,RQS43T,4,ANTONELLI,80,76,78,78,1,2018
208900100,12,SDS21,6,SOARES,65,55,55,55,1,2018
208929471,12,FSS63,5,HOWELL,91,78,86,86,1,2018
208929471,12,FSS64,8,HOWELL,91,78,86,86,1,2018
208929471,12,HES11,5,Abalyan,78,81,80,80,1,2018
208929471,12,PPS87,3,Joyce,93,94,94,94,1,2018
208929471,12,RQS43T,4,ANTONELLI,90,85,87,87,1,2018
